"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"4057","f","f","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"6630","x","s","n","FALSE","y","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4710","f","s","b","TRUE","f","FALSE","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","p"
"8054","k","y","n","FALSE","f","FALSE","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"5060","f","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"5659","x","s","w","TRUE","f","FALSE","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","p"
"3628","x","f","p","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"7481","k","y","n","FALSE","m",NA,"c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6795","f","y","e","FALSE","y","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6213","x","y","e","FALSE","f","FALSE","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6036","f","y","n","FALSE","s","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6291","x","s","n","FALSE","y","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"5055","x","y","g","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"5369","f","s","w","TRUE","f","FALSE","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","p"
"591","x","s","w","TRUE","p","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","p"
"7145","x","s","n","FALSE","f","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"5311","x","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4511","f","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"5247","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3469","x","f","g","FALSE","c","FALSE","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4394","x","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"1244","f","s","w","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"4271","x","f","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4971","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4021","f","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"7682","k","s","e","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"5720","x","y","n","FALSE","s","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6351","f","s","n","FALSE","f","FALSE","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7933","k","s","e","FALSE","s","FALSE","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7949","k","y","n","FALSE","y","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6858","f","s","e","FALSE","s","FALSE","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"4563","x","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"6147","f","y","e","FALSE","y","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4025","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"6461","f","y","e","FALSE","s","FALSE","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6392","x","s","n","FALSE","s","FALSE","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"5900","f","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"6340","x","s","e","FALSE","f","FALSE","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"4426","f","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3219","x","s","g","FALSE","c","FALSE","w","n","g","e","b","s","s","w","w","p","w","o","p","k","v","p"
"1255","f","y","n","TRUE","p","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","p"
"4015","x","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4753","x","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"7847","k","y","e","FALSE","y","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6793","f","s","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7704","k","y","e","FALSE","y","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"3882","x","f","g","FALSE","c","FALSE","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4606","x","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"6601","k","y","n","FALSE","y","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"8051","k","s","n","FALSE","s","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"5335","f","s","g","TRUE","f","FALSE","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","p"
"7982","k","y","c","FALSE","m",NA,"c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6302","k","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6373","f","y","n","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"4750","x","f","p","FALSE","c","FALSE","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","p"
"6598","f","s","n","FALSE","s","FALSE","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7296","k","y","y","FALSE","n","FALSE","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","p"
"6010","f","y","n","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4174","f","f","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"5113","f","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4300","f","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"5322","x","y","n","FALSE","s","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5445","f","s","g","TRUE","f","FALSE","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","p"
"6483","f","s","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"4643","x","y","g","FALSE","f","FALSE","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3389","x","s","w","FALSE","c","FALSE","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4341","x","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4963","f","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"3784","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"6107","x","y","e","FALSE","s","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4479","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"7078","f","y","e","FALSE","y","FALSE","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6374","f","s","n","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4228","f","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4400","f","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4457","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"6864","f","y","n","FALSE","y","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"5017","f","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"7635","k","y","e","FALSE","f","FALSE","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5841","f","s","w","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","p"
"8038","k","y","e","FALSE","y","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6521","x","y","e","FALSE","y","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"2771","x","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"7470","x","y","e","FALSE","m",NA,"c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6325","f","y","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6732","x","s","n","FALSE","s","FALSE","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7799","k","y","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7092","f","y","n","FALSE","m","FALSE","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7506","k","s","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5888","x","s","b","TRUE","f","FALSE","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","p"
"3382","x","s","p","FALSE","c","FALSE","w","n","p","e","b","s","s","w","w","p","w","o","p","n","s","p"
"4227","f","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5262","f","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"5927","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","p"
"6809","x","y","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"3855","x","f","g","FALSE","f","FALSE","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"3874","x","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"3017","x","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"7519","k","y","n","FALSE","s","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6996","f","y","e","FALSE","s","FALSE","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"1556","f","s","n","TRUE","p","FALSE","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"6286","f","y","n","FALSE","s","FALSE","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4737","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"6410","x","y","e","FALSE","f","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7558","k","y","e","FALSE","f","FALSE","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"5871","f","y","y","FALSE","f","FALSE","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4448","f","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4895","x","f","g","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","k","v","p"
"3166","x","f","w","FALSE","c","FALSE","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"7654","k","y","e","FALSE","s","FALSE","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"1376","f","s","n","TRUE","p","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"3811","x","f","g","FALSE","f","FALSE","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"7251","k","s","n","FALSE","y","FALSE","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"3952","x","y","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"6812","f","s","e","FALSE","f","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"4012","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"6007","k","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4930","x","y","y","FALSE","f","FALSE","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"6590","f","s","n","FALSE","f","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"5064","x","s","w","TRUE","f","FALSE","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","p"
"6581","x","s","e","FALSE","y","FALSE","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7472","k","y","e","FALSE","f","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5026","f","y","g","FALSE","f","FALSE","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"6688","k","y","e","FALSE","s","FALSE","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7191","x","s","n","FALSE","f","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7402","c","y","y","FALSE","n","FALSE","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","p"
"3693","x","f","w","FALSE","c","FALSE","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","p"
"5366","x","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4446","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4686","x","y","g","FALSE","f","FALSE","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"6896","x","s","n","FALSE","s","FALSE","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"3755","x","f","w","FALSE","c","FALSE","c","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"6276","k","y","n","FALSE","y","FALSE","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"4450","x","y","g","FALSE","f","FALSE","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4986","f","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3188","x","f","g","FALSE","f","FALSE","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"6899","x","s","n","FALSE","y","FALSE","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6417","f","y","n","FALSE","y","FALSE","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"3210","x","f","w","FALSE","c","FALSE","c","n","u","e","b","s","s","w","w","p","w","o","p","n","s","p"
"5142","x","y","n","FALSE","f","FALSE","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"3751","x","f","y","FALSE","f","FALSE","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4490","x","f","y","FALSE","f","FALSE","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"6794","f","y","e","FALSE","s","FALSE","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"2617","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"2507","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"3143","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2755","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"3241","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1450","f","s","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"2076","x","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"7330","b","s","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"660","f","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","y","e"
"2975","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"3513","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"7901","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"1806","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"7681","b","f","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"2955","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1309","f","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3554","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"4873","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2566","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"7746","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","e"
"1718","x","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1497","f","s","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"4889","f","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"7230","k","s","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"540","f","s","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"5387","x","y","n","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"2529","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"7798","x","s","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"3201","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"572","f","f","y","TRUE","l","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"2017","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"555","x","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1889","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1803","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","e"
"3763","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","e"
"3674","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"893","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1805","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1182","x","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"2255","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","e"
"4342","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1957","x","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"3424","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
